r,80003000,64,0
r,80003400,64,12
r,80003800,64,23
r,80000000,64,109
r,80007000,64,115
r,80007400,64,145
r,80007800,64,179
r,80007c00,64,182
r,80008000,64,249
r,80008400,64,283
r,80008800,64,317
r,80008c00,64,351
r,80009000,64,385
r,80009400,64,425
r,80009800,64,459
r,80009c00,64,493
r,8000a000,64,532
r,8000a400,64,566
r,8000a800,64,600
r,8000ac00,64,639
r,8000b000,64,673
r,8000b400,64,707
r,8000b800,64,746
r,8000bc00,64,780
r,8000c000,64,891
r,8000c400,64,930
r,8000c800,64,964
r,8000cc00,64,998
r,8000d000,64,1037
r,8000d400,64,1071
r,8000d800,64,1105
r,8000dc00,64,1144
r,8000e000,64,1178
r,8000e400,64,1212
r,8000e800,64,1251
r,8000ec00,64,1285
r,8000f000,64,1319
r,8000f400,64,1358
r,8000f800,64,1392
r,8000fc00,64,1426
r,80010000,64,1465
r,80010400,64,1499
r,80010800,64,1533
r,80010c00,64,1572
r,80011000,64,1606
r,80011400,64,1640
r,80011800,64,1679
r,80011c00,64,1713
r,80012000,64,1747
r,80012400,64,1786
r,80012800,64,1820
r,80012c00,64,1854
r,80013000,64,1893
r,80013400,64,1927
r,80013800,64,1961
r,80013c00,64,2000
r,80014000,64,2034
r,80014400,64,2068
r,80014800,64,2107
r,80014c00,64,2141
r,80015000,64,2175
r,80015400,64,2214
r,80015800,64,2248
r,80015c00,64,2282
r,80016000,64,2321
r,80016400,64,2355
r,80016800,64,2389
r,80016c00,64,2428
r,80017000,64,2462
r,80017400,64,2496
r,80017800,64,2535
r,80017c00,64,2569
r,80018000,64,2603
r,80018400,64,2642
r,80018800,64,2676
r,80018c00,64,2710
r,80019000,64,2749
r,80019400,64,2783
r,80019800,64,2817
r,80019c00,64,2856
r,8001a000,64,2890
r,8001a400,64,2924
r,8001a800,64,2963
r,8001ac00,64,2997
r,8001b000,64,3031
r,8001b400,64,3070
r,8001b800,64,3104
r,8001bc00,64,3138
r,8001c000,64,3177
r,8001c400,64,3211
r,8001c800,64,3245
r,8001cc00,64,3284
r,8001d000,64,3398
r,8001d400,64,3432
r,8001d800,64,3471
r,8001dc00,64,3505
r,8001e000,64,3539
r,8001e400,64,3578
r,8001e800,64,3612
r,8001ec00,64,3646
r,8001f000,64,3685
r,8001f400,64,3719
r,8001f800,64,3753
r,8001fc00,64,3792
r,80020000,64,3826
r,80020400,64,3860
r,80020800,64,3899
r,80020c00,64,3933
r,80021000,64,3967
r,80021400,64,4006
r,80021800,64,4040
r,80021c00,64,4074
r,80022000,64,4113
r,80022400,64,4147
r,80022800,64,4181
r,80022c00,64,4220
r,80023000,64,4254
r,80023400,64,4288
r,80023800,64,4327
r,80023c00,64,4361
r,80024000,64,4395
r,80024400,64,4434
r,80024800,64,4468
r,80024c00,64,4502
r,80025000,64,4541
r,80025400,64,4575
r,80025800,64,4609
r,80025c00,64,4648
r,80026000,64,4682
r,80026400,64,4716
r,80026800,64,4755
r,80026c00,64,4789
r,80027000,64,4823
r,80027400,64,4862
r,80027800,64,4896
r,80027c00,64,4930
r,80028000,64,4969
r,80028400,64,5003
r,80028800,64,5037
r,80028c00,64,5076
r,80029000,64,5110
r,80029400,64,5144
r,80029800,64,5183
r,80029c00,64,5217
r,8002a000,64,5251
r,8002a400,64,5290
r,8002a800,64,5324
r,8002ac00,64,5358
r,8002b000,64,5397
r,8002b400,64,5431
r,8002b800,64,5465
r,8002bc00,64,5504
r,8002c000,64,5538
r,8002c400,64,5572
r,8002c800,64,5611
r,8002cc00,64,5645
r,8002d000,64,5679
r,8002d400,64,5718
r,8002d800,64,5752
r,8002dc00,64,5786
r,8002e000,64,5890
r,8002e400,64,5924
r,8002e800,64,5958
r,8002ec00,64,5997
r,8002f000,64,6031
r,8002f400,64,6065
r,8002f800,64,6104
r,8002fc00,64,6138
r,80030000,64,6172
r,80030400,64,6211
r,80030800,64,6245
r,80030c00,64,6279
r,80031000,64,6318
r,80031400,64,6352
r,80031800,64,6386
r,80031c00,64,6425
r,80032000,64,6459
r,80032400,64,6493
r,80032800,64,6532
r,80032c00,64,6566
r,80033000,64,6600
r,80033400,64,6639
r,80033800,64,6673
r,80033c00,64,6707
r,80034000,64,6746
r,80034400,64,6780
r,80034800,64,6814
r,80034c00,64,6853
r,80035000,64,6887
r,80035400,64,6921
r,80035800,64,6960
r,80035c00,64,6994
r,80036000,64,7028
r,80036400,64,7067
r,80036800,64,7101
r,80036c00,64,7135
r,80037000,64,7174
r,80037400,64,7208
r,80037800,64,7242
r,80037c00,64,7281
r,80038000,64,7315
r,80038400,64,7349
r,80038800,64,7388
r,80038c00,64,7422
r,80039000,64,7456
r,80039400,64,7495
r,80039800,64,7529
r,80039c00,64,7563
r,8003a000,64,7602
r,8003a400,64,7636
r,8003a800,64,7670
r,8003ac00,64,7709
r,8003b000,64,7743
r,8003b400,64,7777
r,8003b800,64,7816
r,8003bc00,64,7850
r,8003c000,64,7884
r,8003c400,64,7923
r,8003c800,64,7957
r,8003cc00,64,7991
r,8003d000,64,8030
r,8003d400,64,8064
